State,Year,Top 10% (90th–100th percentiles),Top 5% (95th–100th percentiles),Top 1% (99th–100th percentiles),Top 0.5% (99.5th–   100th percentiles),Top 0.1% (99.9th–   100th percentiles),Top 0.01% (99.99th– 100th percentiles),0–90th percentiles,0–99th percentiles,90th–95th percentiles,95th–99th percentiles,99th–99.5th percentiles,99.5th–99.9th percentiles,99.9th–   99.99th percentiles,90th percentile,95th percentile,99th percentile,99.5th percentile,99.9th percentile,99.99th percentile,Number of tax units,Total income (1000s)
Alabama,1917,22855.69326,37076.49801,102479.6772,152651.8502,382232.5397,1296367.659,5408.989424,6190.770743,8634.888507,20725.7032,52307.50434,95256.67777,280661.9709,6892.253608,11218.54076,43984.34633,64839.86204,170959.9842,657959.0668,859968.2822,6151920.5
Alabama,1918,29051.58133,46888.60809,110097.4032,154492.9695,352714.49,962590.878,7382.652176,8533.910161,11214.55456,31086.40932,65701.8368,104937.5894,284950.4469,9024.47584,14603.71193,56668.39134,73813.10001,176796.9312,627558.1754,855007.9569,8164937
Alabama,1919,27038.71833,44125.16188,110555.1268,159792.0729,369492.3852,984413.5995,6296.989377,7339.001014,9952.274767,27517.67067,61318.18057,107366.9949,301167.8058,7966.23167,13034.26145,52040.68523,74227.13726,189554.7529,631213.2841,861283.2229,7209941.5
Alabama,1920,25369.7099,40252.35567,90298.96197,130189.5168,298511.2947,815351.8175,5456.337703,6610.793236,10487.06413,27740.7041,50408.40709,88109.0724,241084.5699,8307.049385,21089.78872,42787.85709,60426.30906,150606.2378,518487.143,872671.9958,6499377.5
Alabama,1921,22946.74601,36156.99177,81285.74945,114677.9539,263226.6692,821773.9211,4196.737653,5312.001004,9736.500239,24874.80236,47893.54503,77540.77503,201165.8634,7927.97725,12518.35695,43040.08212,55974.21489,128887.2774,429898.2475,887613.6776,5389358
Alabama,1922,25820.39611,41376.94289,98535.97194,139768.3932,322550.7488,864660.7792,4853.04863,6024.670362,10263.84932,27087.18563,57303.55064,94072.80434,262316.301,8289.237388,13313.87434,49177.04041,64841.21936,165069.6583,549487.5121,897777.5353,6239359.5
Alabama,1923,29485.28996,47905.30909,112446.605,164066.8518,394764.0374,1225822.96,6013.138631,7308.977489,11065.27082,31769.98513,60826.35809,106392.5554,302424.1571,8874.932519,14460.69693,51976.49801,70247.90429,186984.7406,627309.0519,910948.0163,7615847.5
Alabama,1924,29505.15751,48660.64363,119339.8812,173944.5875,414613.5449,1211148.926,5855.099887,7097.683675,10349.6714,30990.83424,64735.17484,113777.3481,326109.6136,8240.152109,13632.5709,57173.27213,74078.73968,203347.6519,704224.9813,926097.696,7612621
Alabama,1925,24721.89095,43364.07751,130571.1371,191101.2926,439838.2973,1179279.946,6425.895116,7019.98316,6079.704391,21562.31262,70040.98159,128917.0414,357678.1141,4694.568793,8271.810253,60300.9972,86246.71982,224222.8344,735746.1115,937489.5984,7739440.5
Alabama,1926,25254.31327,44144.28169,132605.9508,195012.0705,450094.9545,1282324.347,6903.86115,7487.724095,6364.344854,22028.86441,70199.8311,131241.3495,357625.022,4923.065785,8643.039817,60713.19456,86726.75224,227541.6787,745664.8757,947488.7499,8280015.5
Alabama,1927,25043.49535,43747.44714,133170.669,196664.6274,456699.1022,1309391.474,6723.970156,7297.187864,6339.543546,21391.64168,69676.71062,131656.0087,361955.5053,4905.67961,8606.049469,59498.90595,86993.5605,229687.7256,756833.1258,957887.4531,8195611
Alabama,1928,26493.59767,46925.33719,153032.4846,236695.3079,657851.4028,3199556.069,6743.416043,7260.716525,6061.858152,20398.55032,69369.66143,131406.2841,375439.7732,4658.530079,8288.724727,58301.78106,86561.58223,235140.1403,797636.6712,966798.6078,8428970
Alabama,1929,23447.71369,40994.79582,128494.8292,190563.6461,464348.076,1668871.057,7428.506003,7823.715637,5900.631567,19119.78749,66426.01225,122117.5386,330512.1892,4564.418754,8013.200635,55904.97707,82288.89132,212860.7519,766505.2447,973813.9045,8793955
Alabama,1930,19572.00557,33630.2487,104254.2728,149076.4732,353097.7571,1146078.315,5845.778435,6238.240828,5513.762441,15974.24267,59432.07245,98071.15221,264988.8063,4302.955405,7418.681546,48825.39807,68482.24134,163065.7484,594702.9949,981079.9371,7081828.5
Alabama,1931,17373.06652,29225.43786,90719.35534,126850.0994,281706.036,826712.9257,5003.419627,5387.061376,5520.695175,13851.95849,54588.61132,88136.1152,221149.715,4355.070397,7343.716405,45844.72754,64693.15284,143180.3479,450590.2631,992969.4131,6196511
Alabama,1932,16709.85375,26500.11279,73325.80765,98803.50451,210138.489,619564.4812,3635.857213,4252.52403,6919.594702,14793.68907,47848.11078,70969.75839,164646.7121,5620.443918,8920.425496,37811.94148,55937.18805,109047.4594,350331.5619,1003672.548,4961411
Alabama,1933,17294.05898,27627.61063,78528.7507,106974.6272,236209.5321,809782.1284,4091.526288,4673.224293,6960.507324,14902.32561,50082.87421,74665.90099,172479.2436,5633.703264,9007.615795,39696.45261,58176.04188,116684.8344,352845.0813,1013978.903,5487430.5
Alabama,1934,19785.81902,32285.59388,91300.38053,126403.2598,271334.9896,759431.2931,5150.943052,5759.017013,7286.044146,17531.89722,56197.50124,90170.32737,217102.067,5847.586365,9634.074983,48287.16092,66797.92844,146948.5985,453287.0853,1024851.477,6778809
Alabama,1935,21377.56755,35024.0737,96697.1342,135410.3471,296845.0263,799841.3646,5228.375526,5935.680188,7731.061396,19605.80858,57983.92129,95051.67732,240956.5443,6196.500829,10278.17252,50312.63502,70194.23282,158751.7344,479914.8077,1036500.33,7093077
Alabama,1936,25770.05224,42909.52612,121437.9206,177810.4875,414521.5059,1083690.07,5757.212742,6610.219683,8630.578372,23277.42749,65065.35368,118632.733,340169.4433,6863.964645,11582.63517,57701.18152,80017.11509,210423.032,716594.8728,1047669.204,8128338
Alabama,1937,28037.43123,46235.23612,123423.4983,179044.7133,415475.8312,1129947.296,5715.988818,6781.715229,9839.626347,26938.17058,67802.28326,119936.9338,336090.1129,7853.735424,13069.02405,59991.54994,81623.78059,212729.1852,695520.3531,1058699.86,8414687
Alabama,1938,26082.56143,42304.34771,108891.6882,153767.9789,341406.0142,951128.1165,5246.653477,6304.371101,9860.775146,25657.51258,64015.39753,106858.4701,273659.114,7941.622693,12987.58639,57617.67923,76843.88897,181492.9088,591180.2153,1071736.134,7856087.5
Alabama,1939,31205.35627,50735.78137,124171.7215,174205.4892,388777.0891,1050216.589,5089.759309,6524.850292,11674.93116,32376.79635,74137.95372,120562.5893,315283.8113,9385.826719,15411.903,64233.39988,86190.94531,203707.2112,677410.2335,1085365.569,8358746.5
Alabama,1940,40556.93768,61445.64195,138642.6831,203770.2515,474899.4948,1345087.297,4916.505221,7165.77943,19668.23342,42146.38165,73515.11482,135987.9406,378211.9612,13977.57837,33799.84348,61212.20996,94141.47661,238774.97,811456.1007,1100708.236,9334610
Alabama,1941,45473.10984,71135.19743,176610.9513,264820.122,635033.1143,1830845.659,7325.283595,9468.643138,19811.02226,44766.25897,88401.78054,172266.8739,502165.0538,10685.64334,31978.08845,74262.3808,111955.5609,321871.2832,1101068.071,1100874.628,12263816
Alabama,1942,51512.94057,75673.24386,188044.0073,285821.4619,691850.8391,1941801.133,10131.54467,12514.38807,27352.63727,47580.553,90266.5528,184314.1176,552967.4731,18170.35075,36747.86199,74004.75986,118043.6367,351371.0185,1222211.858,1102181.996,15727789
Alabama,1943,57234.8902,81093.88218,198834.7517,301120.3672,715615.6487,2007944.939,12513.99663,15149.23078,33375.89822,51658.6648,96549.13624,197496.5468,572023.5054,28641.18083,41203.26244,78034.57071,126979.0254,362596.4367,1267858.814,1106573.277,18796348
Alabama,1944,71023.8633,97157.19078,232304.8348,344506.8794,796280.1107,2410750.083,11058.1886,14880.51285,44890.53582,63370.27977,120102.7902,231563.5716,616894.5582,39970.71283,52426.86292,97800.0018,154153.9417,398400.8566,1338437.658,1108779.256,18909960
Alabama,1945,60602.81803,83511.22633,208116.6235,306049.5628,670788.9271,1652147.037,12598.72098,15472.69137,37694.40974,52359.87703,110183.6842,214864.7217,561749.137,32815.8104,40345.13546,92956.946,137825.7556,383744.0884,1190370.132,1109601.053,19306094
Alabama,1946,63039.01968,89508.1355,222428.6003,325754.0235,717811.0239,1976138.612,11141.50706,14249.46699,36569.90386,56278.0193,119103.1771,227739.7734,577996.8474,32317.12144,42417.64837,98410.31245,159051.5099,390920.9494,1278460.679,1109512.355,18119732
Alabama,1947,57154.68309,79644.9765,191965.4557,279805.1284,611088.2743,1661589.48,11070.39948,13898.15483,34664.38968,51564.8567,104125.783,196984.3419,494365.9181,31390.19445,41025.27266,87429.78705,137215.8082,335043.2561,1077990.841,1118990.078,17544452
Alabama,1948,59632.103,82770.27205,194552.4768,279666.3519,598182.9879,1625280.226,11233.23364,14270.2988,36493.93395,54824.72088,109438.6016,200037.1928,484061.0726,32074.19436,41247.37465,90123.25355,139170.097,341658.8193,1005449.204,1126117.748,18100226
Alabama,1949,58603.77005,79941.37727,181247.3375,260081.7844,552518.545,1622557.853,10467.39942,13604.6092,37266.16282,54614.88722,102412.8906,186972.5942,433625.2885,32826.89798,43075.71762,85636.32186,132318.6757,298575.2651,871434.1383,1133105.125,17315020
Alabama,1950,65477.98017,91212.89026,220064.2957,319885.2476,701579.5025,2056293.139,11536.00704,14878.34485,39743.07009,59000.03891,120243.3437,224461.6839,551055.7651,35407.72307,46734.17047,96163.53027,151090.0159,384646.8927,1189650.869,1143500.257,19359694
Alabama,1951,66870.88942,90112.42165,207404.785,299552.3111,651781.3851,1901531.047,12704.28526,16208.9877,43629.35719,60789.3308,115257.259,211495.0426,512920.3116,38364.05312,52084.484,94547.28889,151894.94,353210.8044,1117877.842,1144622.877,20741648
Alabama,1952,66585.65081,84717.90889,198329.2119,281765.7143,579308.7484,1594367.478,13463.03292,16961.61878,48453.39273,56315.08314,114892.7095,207379.9557,466524.4451,38463.67251,40397.09246,93463.73745,152682.4496,337597.6613,1000459.629,1145686.341,21510598
Alabama,1953,66831.58286,85866.92842,193273.4571,271357.4557,569223.7495,1585619.54,14170.96021,17681.09889,47796.23731,59015.29624,115189.4585,196890.8823,456290.8839,40921.05769,43355.3889,98551.08426,145437.0678,332638.4188,945167.3025,1145872.258,22272344
Alabama,1954,68728.76945,90675.96769,204719.6835,289695.5608,626379.2452,1878862.672,13138.24095,16818.27976,46781.57122,62165.03874,119743.8061,205524.6397,487214.4201,40589.94126,45679.99275,102264.9031,154769.5629,345592.3267,1026735.069,1146986,21445534
Alabama,1955,77557.73801,103166.1388,242374.464,352564.4442,856806.6404,3389665.18,15331.6501,19323.75177,51949.33721,68364.05752,132184.4839,226503.8951,575377.9137,44876.03122,49458.69482,113498.5038,160501.8887,392607.3959,1318153.595,1147945.688,24743118
Alabama,1956,80972.6525,107495.2266,240833.0569,350635.0609,769110.0138,2551012.612,16242.67026,20512.46254,54450.0784,74160.76904,131031.0528,246016.3227,571120.8362,46809.92149,56341.83056,110606.16,167699.931,406908.8571,1295167.619,1148754.297,26094722
Alabama,1957,80697.89616,106220.1835,221711.3598,308490.1339,625740.4459,1648946.845,16496.45193,20908.56844,55175.60885,77347.3894,134932.5856,229177.556,512050.846,49756.3486,63776.0598,112970.4426,169315.8904,381611.4668,996942.3399,1149681.223,26346780
Alabama,1958,82449.44509,109693.1858,233013.5432,331720.5055,681485.383,1977475.801,16419.25526,20901.15032,55205.70441,78863.0964,134306.5809,244279.2862,537486.4476,49073.42448,63523.99017,113443.4137,184741.5185,397494.8766,1017429.475,1148773.317,26447374
Alabama,1959,88773.94696,120089.7168,257557.6097,366206.76,742393.5693,1767810.234,17403.00466,22186.38666,57458.17717,85722.74351,148908.4594,272160.0577,628458.3843,51728.09861,68114.34972,124670.896,196623.911,442687.0096,1241697.571,1147606.733,28162382
Alabama,1960,88327.12301,117379.2681,244682.147,342934.4732,688022.4149,2008466.487,17793.98536,22626.7451,59274.97789,85553.54841,146429.8209,256662.4877,541306.4069,52230.80716,70123.39535,123640.1449,189052.4925,415447.3421,1065071.437,1145181.694,28454672
Alabama,1961,88963.43646,116743.0575,233847.0604,322045.534,663867.5528,1954534.873,18123.79313,23100.28976,61183.81539,87467.05682,145648.5868,236590.0293,520460.0728,55238.53828,70971.68712,129281.1082,176829.9257,386748.8482,1065923.284,1164785.191,29361622
Alabama,1962,91566.50257,120024.0738,240752.6783,335213.6131,682856.708,1924148.485,18024.6573,23203.34853,63108.93133,89841.92269,146291.7435,248302.8393,544935.3995,56308.03205,73785.38979,127661.6778,187667.1846,403774.765,1157354.75,1183255.052,30029642
Alabama,1963,96321.08704,127085.6221,264258.7967,372088.7343,749886.743,2272933.727,18778.67476,24131.64446,65556.55201,92792.3284,156428.8592,277639.2322,580659.3004,57619.35936,76202.25245,131307.6913,199929.3202,438314.0257,1198044.379,1200790.048,31860462
Alabama,1964,104525.404,137888.4285,290033.3388,390090.9687,783703.254,2078411.921,20003.52566,25813.51526,71162.37955,99852.20099,189975.7088,291687.8974,639846.7355,64171.84147,82801.60851,154215.8447,229045.6865,458743.7537,1153598.834,1217927.432,34656996
Alabama,1965,110384.2869,145466.9724,310911.518,437931.4055,898992.7719,4291832.317,21258.17799,27335.02394,75301.60137,104105.836,183891.6306,322666.0639,522010.6003,66478.62761,81000.23628,165081.2802,255107.8074,502570.3532,3953479.948,1233548.963,37217144
Alabama,1966,113282.6495,150479.1364,320014.4049,450670.6349,987067.8498,3723631.7,21904.55129,28123.45158,76086.16268,108095.3193,189358.1749,316571.3311,683005.1998,67677.48941,84822.15321,164509.3698,235837.1307,453074.8509,1703819.522,1248134.318,38745036
Alabama,1967,114360.1418,152302.4802,319590.0594,463647.2952,995462.527,3379989.058,22608.7092,28876.71906,76417.80349,110480.5854,175532.8236,330693.4873,730515.1347,69112.23975,87569.397,167597.5264,251841.4069,509697.1178,1713281.932,1262005.793,40111404
Alabama,1968,119397.711,159922.0494,339912.2319,482523.5821,1048868.567,3435180.647,23494.42208,29985.48349,78873.37257,114924.5038,197300.8817,340937.3358,783722.7806,71038.74333,92803.74075,167521.6215,243743.8873,559620.6537,1900684.142,1274830.547,42177452
Alabama,1969,118132.4673,156713.0571,324867.5615,456261.3417,978515.7051,3133666.286,23952.18002,30425.79104,79551.87744,114674.431,193473.7813,325697.7508,739054.5294,70729.62842,93890.13351,167823.1511,254355.6725,527730.5358,1727287.75,1287461.652,42962864
Alabama,1970,116484.5101,151844.4646,302200.5198,424825.9883,833345.268,2520621.017,23821.17571,30369.19591,81124.5555,114255.4509,179575.0512,322696.1684,645870.1848,72633.86051,94517.68004,153603.9383,247054.525,467877.6441,1466373.008,1302612.718,43100212
Alabama,1971,123169.7423,161864.6998,330255.2246,452848.1659,907184.2097,2478649.001,23999.28023,30923.00423,84474.78479,119767.0686,207662.2832,339264.155,732577.0107,76872.86395,94321.74561,178466.9828,258006.2774,550276.9808,1566612.795,1335006.114,45278504
Alabama,1972,129937.7691,171217.5904,352913.5761,500079.2607,1061858.421,3375773.06,25591.13825,32824.91472,88657.94782,125793.594,205747.8915,359634.4707,804756.7941,79076.65471,101603.8892,183895.8761,274293.1852,583402.4971,1793392.519,1365651.372,49198684
Alabama,1973,131577.6047,174047.5875,357830.7034,492305.6539,995260.5549,2968294.537,26326.92507,33609.78383,89107.62183,128101.8085,223355.753,366566.9287,776034.5569,80176.26003,105088.8873,195634.9827,270978.4229,573325.8051,1700777.908,1395471.364,51425900
Alabama,1974,127200.6176,166981.8522,315297.2642,416717.5291,798758.0332,2107483.082,25557.33926,32897.67116,87419.38286,129902.9993,213876.9993,321207.4031,653344.1389,77780.51514,102617.1845,190295.2842,253739.5528,483087.1414,1014961.702,1425464.155,50919956
Alabama,1975,125016.0557,164353.9565,334090.9512,464843.3841,955136.4104,2807138.81,24355.53147,31394.62058,85678.1548,121919.7078,203338.5183,342270.1275,749358.3659,76810.02102,97900.469,176327.1397,246608.6895,540284.7812,1507290.68,1457263.151,50161304
Alabama,1976,130003.4982,169975.5627,339900.4676,466791.3365,935891.6401,2776703.729,25998.97954,33333.76438,90031.43375,127494.3365,213009.5986,349516.2606,731356.9635,80646.80359,106271.9371,183956.668,274883.1437,498309.7542,1177671.865,1489350.324,54211504
Alabama,1977,130433.6249,169949.4739,345422.2801,479554.4904,986797.23,3053838.349,26284.86183,33581.32862,90917.776,126081.2723,211290.0697,352743.8055,757125.9945,81674.21575,101878.2408,183837.4568,270841.9335,525037.6895,1398521.809,1523112.525,55897832
Alabama,1978,130387.8252,168227.6797,332033.0034,457625.1113,880324.1826,2177302.828,27256.03047,34594.8282,92547.9707,127276.3488,206440.8955,351950.3434,736215.4443,83179.17761,108016.92,180415.1199,269531.1369,533813.5057,1440095.433,1558598.427,58555312
Alabama,1979,131987.2367,171748.3366,352530.1446,487523.117,1041882.889,3087720.568,26370.85861,33744.64138,92226.13681,126552.8846,217537.1723,348933.1739,814567.5918,82819.10837,108374.536,186244.2886,269399.6354,568321.563,1894654.458,1621103.249,59871388
Alabama,1980,131661.4202,167594.1207,352740.1178,491442.4021,1082095.104,3433235.632,25472.44336,32892.86856,95728.71978,121307.6214,214037.8335,343779.2268,820857.2671,81649.63065,91400.69197,186764.0155,260863.4608,565967.131,1819470.956,1623670.875,58600460
Alabama,1981,125016.198,159582.661,330546.8696,458662.7363,989019.5213,2945228.122,25004.68408,32020.5725,90449.73492,116841.6089,202431.0029,326073.5401,771663.0102,79811.95254,95457.74025,177687.3385,250485.4874,556273.8009,1800537.135,1671024.25,58495600
Alabama,1982,121406.3147,172720.6368,348013.173,512083.5423,1277334.156,4722767.137,24209.75076,30756.84385,70091.99255,128897.5027,183942.8038,320770.8889,894508.2693,60319.34093,86060.3989,157005.0038,232111.9957,588688.3105,2361383.569,1699331.625,57657316
Alabama,1983,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Alabama,1984,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Alabama,1985,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Alabama,1986,156478.5143,217721.1508,483260.6885,683651.1019,1545212.919,4504525.545,25999.37625,34560.28603,95235.8778,151336.2664,282870.275,468260.6476,1216400.405,83698.52699,116504.1111,248603.8037,360492.6726,869373.459,2657938.03,1829673.375,71443784
Alabama,1987,144842.365,192591.3235,373211.2082,496244.5934,961642.7208,2477837.487,25331.67593,33889.52803,97093.40652,147436.3523,250177.823,379895.0616,793176.6356,85303.59707,113424.9131,219799.3559,292258.7521,566350.7578,1459299.913,1861297.875,69394296
Alabama,1988,155903.4816,213017.78,439720.3054,600809.1822,1240215.709,3497984.937,26207.55812,35131.26001,98789.18319,156342.1487,278631.4286,440957.5505,989352.4614,85696.91555,117091.4627,241705.1466,330252.3665,681720.894,1922769.887,1889710.5,74033472
Alabama,1989,154160.0547,208998.97,423680.7179,574395.4477,1164408.971,3200165.112,25973.14838,34904.07257,99321.13946,155328.533,272965.9881,426892.0669,938213.8444,86473.48612,117234.452,237656.5625,322197.4516,653155.5997,1795078.718,1931907.375,74942240
Alabama,1990,153259.9714,207328.9005,483654.7064,726880.5093,1847545.982,7017920.49,26124.65873,34345.09387,99191.04231,138247.449,240428.9035,446714.1411,1273059.925,86873.96355,104527.558,214484.7135,305570.9803,776683.9662,2950241.225,1925216.75,74771936
Alabama,1991,153529.6627,208129.0525,482824.1489,712913.5585,1762050.321,6430542.758,26326.61359,34564.32022,98930.27296,139455.2784,252734.7393,450629.3678,1243328.939,87277.91186,107944.3722,211366.2544,312092.6509,771373.9614,2815103.055,1917394.5,74868344
Alabama,1992,161219.4397,222447.5066,533778.1458,803418.7627,2076216.812,8075782.58,25760.94999,34312.13889,99991.37272,144614.8469,264137.5289,485219.2503,1409598.394,88551.11553,112215.4108,218896.0578,329472.4621,851431.7771,3311782.215,1956066.875,76886728
Alabama,1993,158856.8442,218181.5112,509347.4193,753341.3153,1869251.454,6859956.222,25205.4189,33815.23963,99532.17716,145390.0342,265353.5234,474363.7806,1314728.702,87730.81023,113319.9922,221742.5567,327964.4167,813771.8593,2986457.128,2002419.75,77234456
Alabama,1994,164716.073,228109.8117,546313.2595,817335.8581,2082774.885,7940409.914,25305.84919,34124.98887,101322.3343,148558.9498,275290.6609,500976.1013,1431926.548,89164.42492,117009.6629,228795.6703,342299.7745,872264.8913,3325438.981,2028684.375,79619512
Alabama,1995,172472.2881,242862.3077,594879.4896,895977.4565,2318963.918,9039803.437,26704.28657,35689.18366,102082.2684,154858.0123,293781.5227,540230.8411,1572203.972,87309.95221,122943.2086,243386.0225,366575.7404,948769.3123,3698500.017,2010478,82994720
Alabama,1996,176768.9023,249619.2948,615781.1748,925623.948,2384705.951,9235135.313,26897.86179,36088.03444,103918.5098,158078.8248,305938.4016,560853.4472,1623547.133,88761.85973,125342.5944,253696.6545,381349.2658,982478.7544,3804797.919,2040187.25,85453176
Alabama,1997,187161.1011,265528.901,667153.8393,1012667.147,2560029.883,9620584.071,28322.71329,37914.15523,108793.3012,165122.6665,321640.5313,625826.4632,1775523.862,92937.91339,120164.5451,270127.8165,431264.7669,1088124.307,4089167.647,2043340.5,90329040
Alabama,1998,194454.5455,277647.3166,707168.9343,1078220.306,2841894.547,11638794.1,29309.6524,39143.89128,111261.7745,170266.9122,336117.5623,637301.746,1864461.263,95823.17541,125148.6077,277111.0531,431442.4897,1101802.44,4512360.164,2092317.75,95878664
Alabama,1999,201637.6604,289296.7966,739274.8052,1128105.023,3005463.196,12412510.33,30661.61541,40774.21399,113978.5241,176802.2945,350444.5871,658765.48,1960235.736,98971.85844,131170.458,288897.359,441850.1762,1154253.523,4767046.825,2095618.5,100085104
Alabama,2000,201274.2009,287666.0193,724717.9541,1100107.905,2881549.065,11661612.92,31183.24671,41358.75009,114882.3824,178403.0356,349328.0026,654747.6157,1905986.414,100466.072,134159.1182,290070.5798,445574.5937,1132066.68,4581467.511,2096086.625,101015320
Alabama,2001,188529.5601,264713.6951,639369.9724,954689.7028,2395106.239,9014072.998,29939.5057,39802.83981,112345.4251,171049.6257,324050.2419,594585.5688,1659665.488,98496.02772,130756.2831,271598.6253,408908.8373,1016491.976,3825606.034,2129487.5,97527360
Alabama,2002,185010.2681,258950.434,619592.5724,920751.0774,2309923.162,8611699.45,28879.69993,38683.6677,111070.1022,168789.8994,318434.0675,573458.0562,1609725.797,97598.5304,129144.8819,265500.7887,394549.8188,989822.1002,3690187.871,2136886.75,95075984
Alabama,2003,186767.1114,262130.4317,631624.5577,941056.3015,2375050.135,8930721.7,28200.7404,38122.35548,111403.7911,169756.9001,322192.8139,582557.8432,1646642.183,97794.48701,130504.4608,268305.4118,399747.7544,1008888.582,3793647.562,2186727.75,96341488
Alabama,2004,201982.3127,289598.0445,740509.8324,1128259.582,2999432.298,12149189.27,30444.09469,40598.80623,114366.5809,176870.0975,352760.0829,660466.403,1982792.634,100373.1372,136560.1666,290644.0117,442832.5956,1177252.479,4768456.749,2186311.74,104063880
Alabama,2005,217026.086,318116.9402,861713.584,1340659.385,3741324.283,16243804.96,29941.829,40437.4938,115935.2318,182217.7792,382767.7828,740493.1607,2352159.763,101448.5957,140981.0817,312231.2202,485771.2858,1355622.411,5885741.085,2254840.5,109698568
Alabama,2006,224076.2776,331405.2264,917637.3441,1438547.641,4085903.166,18193031.03,28061.40285,38875.26958,116747.3288,184847.197,396727.0474,776708.7596,2518444.514,97561.36999,144291.7039,322442.1716,505481.1993,1435716.951,6392721.996,2363527.75,112652560
Alabama,2007,227339.4959,327716.1963,912268.5929,1417790.982,3946726.463,17074631.19,29618.11388,40674.30924,126962.7954,181578.0972,406746.2037,785557.112,2488070.382,101751.1748,119251.2361,331961.4917,515913.8581,1436157.305,6213214.052,2363588.75,116738248
Alabama,2008,206699.9964,289067.6702,762430.3686,1157714.41,3053529.38,12229368.16,27885.34718,38527.78629,124332.3226,170726.9957,367146.3276,683760.6669,2033991.738,99988.05333,114874.9381,302988.3672,460073.4876,1213466.723,4859927.47,2336040,106913104
Alabama,2009,192292.415,269014.9917,650648.6924,965383.775,2413072.378,8949404.447,26176.38557,36647.98141,115569.8384,173606.5665,335913.6097,603461.6243,1686813.259,99148.908,138708.2411,280283.9797,415864.3667,1039494.181,3855190.556,2341489,100187608
Alabama,2010,198698.2843,272410.3232,718378.6066,1125811.86,3334226.467,16887292.4,25761.50865,36233.73753,124986.2454,160918.2523,310945.3532,573708.2084,1828330.252,98200.4361,108282.947,285555.0835,379568.7766,985047.4344,4989098.436,2418799,104141840
Alabama,2011,194547.2106,267509.1122,678942.1517,1057989.17,3023884.003,14375562.99,25082.30306,35595.32555,121585.3091,164650.8523,299895.1336,566515.4613,1762586.338,97423.89033,111520.9134,244443.4148,380913.8743,976533.9031,4642448.13,2420975.25,101750672
Alabama,2012,202781.4988,284799.7917,751844.2662,1170466.979,3294088.845,14768967.42,26147.31909,36658.88323,120763.2058,168038.6731,333221.5531,639561.5129,2019102.337,97806.4565,114412.6863,271732.7049,423031.9664,1147611.722,5145289.314,2441315.704,106955840
Alaska,1917,54160.65987,72404.41844,146903.7613,207831.6112,490904.7433,1829674.913,52104.67607,51354.78468,35916.90131,53779.58271,85975.91144,137063.3282,342152.5022,31501.52775,41834.44166,78490.01779,102167.128,210215.0704,1111104.873,25904.47875,1355070.375
Alaska,1918,44390.36321,56534.00172,79638.70489,121149.7408,298204.7767,863500.7704,63396.0191,61312.18835,32246.7247,50757.82593,38127.66898,76885.98181,235394.1108,33045.13906,42402.9895,31437.40637,47823.90218,138801.0572,528657.7379,25941.06976,1595257.875
Alaska,1919,42489.03886,49143.44007,62455.14854,92806.05363,207456.629,496761.7523,61296.46779,59385.02365,35834.63766,45815.51295,32104.24345,64143.4098,175311.6153,33753.10827,39003.69709,26768.37614,39776.8224,108808.3021,394998.2159,26320.18963,1563833.125
Alaska,1920,35929.84217,39208.70278,55700.13647,77245.6303,150949.561,359757.8827,47126.57281,45908.98827,32650.98156,35085.84436,34154.64263,58819.64763,127748.6363,31598.61099,34386.734,29422.34598,40803.26916,92737.04343,219369.0213,26860.82621,1235783.375
Alaska,1921,34542.84698,42778.95039,53255.76749,72079.61412,139044.3382,324560.2411,24750.03394,25451.27027,26306.74357,40159.74611,34431.92086,55338.43312,118431.46,23309.31054,37991.84448,30001.44953,40605.7974,87224.92023,201447.3023,27470.13104,706787.6875
Alaska,1922,37600.50005,45629.52084,61062.50402,89420.9316,188415.4943,469942.802,29129.42678,29662.53441,29571.47926,41771.27505,32704.07643,64672.29092,157134.6824,26282.37062,40593.23815,27458.23117,40210.28372,95567.72438,223825.7687,27936.62237,837443.125
Alaska,1923,41297.0807,47279.14487,65580.64366,88795.4368,173922.3429,431490.1877,33210.76649,33700.59745,35315.01652,42703.77018,42365.85052,67513.71028,145303.6935,27760.81662,41382.37691,36907.77127,49972.69756,102264.006,261967.3395,28501.46448,969602.6875
Alaska,1924,43589.04528,50191.33742,79783.49025,106349.5603,191673.8774,598651.4717,33384.93102,33946.97732,36986.75314,42793.29922,53217.42019,85018.48103,146454.1447,27803.06091,42143.66094,46701.11237,62251.51032,122267.0693,520275.8475,29133.91193,1002362.188
Alaska,1925,38733.70776,53108.40276,86904.17743,118279.6102,215374.3398,619540.2762,26969.45606,27552.36309,24359.01275,44659.4591,55528.74468,94005.92777,170467.0135,14777.71431,37971.70881,47342.11351,69645.81281,137486.4315,545697.2704,29653.56245,834625.625
