State,Year,Top 10% (90th–100th percentiles),Top 5% (95th–100th percentiles),Top 1% (99th–100th percentiles),Top 0.5% (99.5th–   100th percentiles),Top 0.1% (99.9th–   100th percentiles),Top 0.01% (99.99th– 100th percentiles),0–90th percentiles,0–99th percentiles,90th–95th percentiles,95th–99th percentiles,99th–99.5th percentiles,99.5th–99.9th percentiles,99.9th–   99.99th percentiles,90th percentile,95th percentile,99th percentile,99.5th percentile,99.9th percentile,99.99th percentile,Number of tax units,Total income (1000s)
Idaho,1982,123163.097,173275.2212,331724.9341,488116.2337,1217550.431,4501725.046,30488.25566,36806.55601,73050.97274,133662.793,175333.6344,305757.6845,852642.1402,63190.52563,89174.13565,149656.6181,221248.339,561135.6297,2250862.523,388435.9375,15442558
Idaho,1983,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Idaho,1984,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Idaho,1985,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Idaho,1986,141419.7702,193519.206,413689.9391,576084.1315,1256968.532,3479821.096,31350.52022,38606.61195,89320.33442,138476.5227,251295.7467,405863.0314,1009984.913,79098.4942,108317.4843,222537.6399,317472.2991,737174.514,2135025.642,414443.9375,17554786
Idaho,1987,134869.2045,176861.1583,331870.8225,435199.8537,816630.0324,2009470.446,31233.60167,38665.10478,92877.2507,138108.7422,228541.7913,339842.309,684092.2086,82127.75565,107698.4924,202090.6546,265012.2197,497281.7332,1223654.417,404558.6875,16828494
Idaho,1988,149152.9148,202795.3545,413870.2203,562717.5184,1148409.064,3186610.957,32090.22866,40058.37886,95510.47499,150026.6381,265022.9222,416294.632,921942.1872,83043.5054,112909.8761,230429.5154,313302.8634,639396.9201,1774201.628,411869.5313,18038442
Idaho,1989,154772.0974,210193.4352,427823.7363,581020.3668,1182597.848,3268957.638,32059.04755,40456.682,99350.75962,155785.8599,274627.1059,430625.9964,950780.0938,86429.04058,117377.8559,238908.6644,324457.9204,660395.505,1825476.795,420518.2188,18641720
Idaho,1990,156799.8358,214307.0326,502457.5468,749110.3857,1893546.57,7135963.301,31981.42136,39837.05791,99292.63903,142269.4041,255804.708,463001.3395,1311055.823,88010.03922,105418.3442,212953.2573,317490.4978,802529.3131,3024388.106,430489.8125,19140982
Idaho,1991,151500.5378,204264.3127,453164.5784,661963.2593,1595776.276,5619375.489,30181.20578,38163.12445,98736.76302,142039.2462,244365.8976,428510.005,1148709.697,88148.5398,108389.0553,205412.2308,300057.322,723339.7764,2547172.727,451097.1563,19087336
Idaho,1992,165219.2087,229886.2322,557957.3189,851573.7479,2272886.176,9258793.45,30098.65536,38415.29041,100552.1852,147868.4605,264340.8899,496245.6408,1496674.257,90992.20893,112412.0609,217616.35,332133.5961,886478.5476,3611145.097,463946.6875,20233044
Idaho,1993,167014.2403,232095.1156,549507.4226,822973.7427,2102233.71,8042451.096,31920.72644,40338.38747,101933.3651,152742.0388,276041.1025,503158.7508,1442209.556,92301.57193,117080.27,229305.363,343420.8258,877246.5018,3356055.064,473559.5,21513844
Idaho,1994,168526.6023,235433.6887,552806.5875,820484.7112,2052460.714,7620377.682,32716.18424,41180.96987,101619.5159,156090.464,285128.4638,512490.7106,1433803.273,87238.73417,121873.56,237871.7661,353053.2229,883170.4722,3279035.993,486451,22521332
Idaho,1995,174685.3145,245632.856,592191.468,886188.9483,2259502.239,8621114.355,32840.86734,41518.58321,103737.773,158993.203,298193.9877,542860.6257,1552656.448,88784.64594,124844.073,247802.1467,370825.2072,945487.2884,3607499.871,506400,23813618
Idaho,1996,182703.4043,261173.8299,666402.7891,1025805.873,2792725.163,11703603.23,33217.78672,41921.53595,104232.9786,159866.5901,306999.7054,584076.0503,1802627.6,88518.55191,126536.9373,251706.0698,387455.7083,1054836.334,4420551.684,521072.9375,25098180
Idaho,1997,188425.999,268528.5289,684155.5033,1045074.812,2895144.01,13142294.25,33675.98277,42736.79733,108323.4691,164621.7853,323236.1943,582557.513,1756571.761,92443.45951,118938.2833,265387.3083,379867.3642,993031.4555,4507793.583,534883.875,26290068
Idaho,1998,198280.697,283584.0564,726339.1431,1118562.782,3113456.363,13211782.35,36289.04106,45681.63154,112977.3376,172895.2848,334115.5046,619839.3861,1991420.142,97915.54698,126904.3284,281035.3432,407886.3666,1159081.808,4918500.469,540728.25,28381856
Idaho,1999,211428.0069,307085.1372,804233.1936,1248849.015,3472714.841,15108572.43,36794.67522,46682.50147,115770.8766,182798.1231,359617.3727,692882.5579,2179841.775,101121.6715,133653.2197,304703.3026,457125.8991,1255197.819,5460928.419,560683.5,30421570
Idaho,2000,229675.2794,339592.3849,927017.4976,1463289.123,4291675.699,20308656.35,35911.30929,46482.35487,119758.1739,192736.1067,390745.8718,756192.4794,2512011.183,105781.705,142777.4862,330218.857,487862.9581,1394561.591,6599210.68,570817.1875,31559174
Idaho,2001,190909.7966,268131.863,649068.3942,968376.4248,2522108.347,10354212.65,36658.21249,46053.21915,113687.7303,172897.7301,329760.3636,579943.4443,1651874.536,100949.3932,132036.2716,273364.0078,393217.6184,975164.7674,4003421.732,586923.8125,30568970
Idaho,2002,181321.8905,252349.9693,597949.7575,885658.3451,2204909.117,8130489.481,34739.97721,43857.2434,110293.8117,165950.0222,310241.1698,555845.6522,1546511.299,97699.36107,126837.4683,259076.0838,383732.7346,955329.7947,3522729.707,606843.9375,29976980
Idaho,2003,183942.6876,257876.4517,624340.8812,931601.5652,2359396.34,8916204.68,33658.01176,42871.78841,110008.9234,166260.3444,317080.1973,574652.8716,1630862.08,97595.57028,127462.9069,263859.4875,393714.2656,997130.1378,3768174.194,623164.6875,30339694
Idaho,2004,202347.5128,291817.1434,759019.0414,1166213.827,3161382.319,13167440.63,35140.87168,44718.53069,112877.8822,175016.6689,351824.2559,667421.7037,2049598.062,100726.374,134292.5306,288712.362,443599.3436,1202512.858,5008573.804,644656.774,33432890
Idaho,2005,233308.055,347467.7504,966463.2902,1513156.505,4285087.9,18999147.2,36036.80115,46564.94306,119148.3596,192718.8654,419770.0757,820173.6559,2650192.423,99239.22243,147797.8519,341379.6022,534485.656,1513602.863,6710985.692,637025.75,35523056
Idaho,2006,252463.8465,378362.323,1096327.914,1733512.897,5022959.379,23013297.93,35092.24407,46329.41936,126565.37,198870.9252,459142.9311,911151.2769,3024032.873,102638.2496,128257.5652,371634.1201,587627.5992,1702686.819,7801066.284,668561.5625,37993956
Idaho,2007,248104.0898,367167.126,1035629.557,1618659.858,4565583.007,20127417.24,38515.76918,49614.45017,129041.0536,200051.5182,452599.2564,881929.0701,2836490.315,106562.9789,130604.3551,368381.919,575770.574,1624015.284,7159487.228,670145.375,39856628
Idaho,2008,208901.7163,295411.7929,795803.0656,1219436.608,3285012.36,13560272.22,34527.17553,44451.11005,122391.6397,170313.9747,372169.5234,703042.6698,2143316.82,98817.04392,113517.476,305802.1298,468591.198,1262327.1,5210786.821,680894.75,35382444
Idaho,2009,186224.32,260313.0867,633304.3904,942670.5055,2373925.073,8898596.529,31283.56473,40853.12764,112135.5534,167065.2607,323938.2752,584856.8638,1648961.577,96239.54657,134528.1509,269879.8107,401714.7858,1011637.467,3792096.791,699551,32723346
Idaho,2010,189986.6232,267010.9876,659410.7111,1004889.393,2729242.835,11602788.4,31388.17586,41064.55907,112962.2589,168911.0567,313932.029,573801.0328,1743293.328,96702.95049,135908.2544,277609.9872,384919.8508,1013858.601,4310201.593,712977.0625,33686756
Idaho,2011,189612.9694,261157.2177,655037.6743,1004043.057,2731365.506,11751324.3,30321.51741,40101.29886,118068.7211,162687.1035,306032.2917,572212.4447,1729147.863,96176.12619,110771.2135,251422.2275,385380.493,1000480.09,4304427.937,726800.8125,33615020
Idaho,2012,214247.1451,306611.8053,855226.5112,1363411.811,4080196.053,19923273.24,30178.66851,40437.62733,121882.4849,169458.1288,347041.2116,684215.7502,2319854.143,99421.42943,111878.9137,279793.4212,446049.8476,1270248.023,6202520.202,731178.3032,35524676
Illinois,1917,73691.04723,114216.3744,326752.2299,524453.3004,1493983.081,5771709.069,13610.58161,16516.26856,33165.72011,61082.41047,129051.1593,282070.8554,1018680.193,21329.52921,41778.70646,103867.0083,170234.2671,566988.5771,2470164.306,2530884.464,49652480
Illinois,1918,69623.1191,105123.696,283377.2571,433710.9408,1122484.136,3863018.749,11893.8573,14982.8393,34122.54225,60560.30567,133043.5734,261517.642,817980.2902,28293.56916,42248.64938,109795.9722,166474.7261,494623.8912,1823074.536,2536718.365,44815656
Illinois,1919,75315.59111,112615.9353,295856.8812,449243.0173,1125670.224,3701149.078,12154.87537,15669.06882,38015.24689,66805.69885,142470.7451,280136.2157,839505.9066,28792.01501,49071.51301,117626.1913,181613.4731,525735.0457,1732941.41,2576085.628,47582740
Illinois,1920,61545.02695,92632.13753,244580.8617,361247.9097,834267.3208,2445476.271,10215.05058,13032.56525,30457.91638,54644.95648,127913.8138,242993.0569,655244.1041,27141.32001,37364.07307,103307.0855,163287.2766,418431.406,1307798.795,2631343.571,40385988
Illinois,1921,62861.22399,93809.38488,241148.7592,357253.4256,815975.3958,2382637.497,11431.43013,14305.98175,31913.0631,56974.5413,125044.0928,242572.9331,641901.829,30660.89684,41635.06786,101630.4199,158407.4952,425082.4877,1224995.597,2697462.011,44708840
Illinois,1922,73965.63895,110280.1571,298232.5877,452198.6524,1108982.265,3685729.839,12067.42333,15429.21113,37651.12077,63292.04949,144266.523,288002.7492,822676.9792,31177.27162,46584.16774,115939.1986,184944.268,524457.2286,1740173.524,2749824.134,50204212
Illinois,1923,78978.25635,115447.2401,312997.2608,472063.841,1149120.269,4036278.434,14003.15276,17546.15203,42509.27259,66059.73494,153930.6807,302799.7341,828324.9168,36215.17069,50900.28682,121072.8006,199491.2824,529726.4493,1597833.862,2812124.95,57650428
Illinois,1924,85346.76379,126087.7192,345778.6888,522546.7642,1271870.101,4187515.487,13987.43762,17844.02359,44605.80839,71164.97679,169010.6134,335215.93,947909.5026,37846.14276,53891.93105,135156.1647,218272.708,594587.0037,1976129.226,2881394.061,60864752
Illinois,1925,87883.57019,140361.4437,408029.1766,628914.8777,1630334.315,6100471.014,13777.67615,17280.78161,35405.69668,73444.51047,187143.4756,378560.0183,1133652.46,25006.07469,50806.15235,148771.0718,239721.4458,694545.7143,2712708.459,2939795.662,62289172
Illinois,1926,85810.71284,137048.2665,396231.0374,608740.0397,1578555.287,5921954.674,14248.32878,17618.44122,34573.15914,72252.57383,183722.0351,366286.2279,1095955.355,24900.04722,47836.33207,147208.9833,234967.8367,667115.4812,2473740.77,2994536.306,64096752
Illinois,1927,90502.71328,146018.4745,432758.1253,678321.2204,1850936.42,7217616.36,14792.78461,18218.38003,34986.95204,74333.56183,187195.0303,385167.4206,1254638.649,25040.38486,49309.39013,149718.4055,240478.4056,730260.6529,3113480.844,3051229.252,68237016
Illinois,1928,104653.7663,171742.2645,544894.0409,883055.7278,2599235.156,11075023.66,15273.0555,18951.7032,37565.26812,78454.32045,206732.354,454010.8707,1657480.878,26134.56654,51785.21093,162669.7592,276386.4933,900659.9512,4465274.137,3103853.431,75147792
Illinois,1929,97913.48713,160992.1519,495129.6088,793824.9251,2316136.262,9895056.987,15765.4456,19221.16532,34834.82238,77457.78765,196434.2926,413247.0908,1474033.959,25251.34061,51088.10318,156903.9029,258668.3321,813401.0874,3787764.069,3150982.518,75561344
Illinois,1930,73359.51585,118656.0394,327056.4181,499523.0403,1313178.722,5174952.225,13745.12042,16602.01594,28062.99227,66555.94476,154589.7958,296109.1199,884092.7772,13724.41039,43258.01406,126786.5895,195201.6915,528295.9617,2104068.753,3199478.904,63050724
Illinois,1931,60207.09261,98579.82913,255725.9854,382270.3917,980458.0859,3897181.831,12466.21451,14831.35603,21834.3561,59293.29006,129181.5792,232723.4681,656377.6698,12841.52702,33833.46113,107736.8536,159305.5069,401253.5711,1508413.39,3237558.102,55816480
Illinois,1932,49197.60674,78140.84,195582.9937,290485.3421,725764.4133,2314115.227,9824.351589,11925.09815,20254.37348,48780.30159,100680.6452,181665.5743,549280.9896,14741.16468,32498.96453,84462.47404,123523.9241,339046.5562,1145101.227,3271753.606,45024816
Illinois,1933,50466.49757,81189.99287,212376.1769,321840.7703,854714.5133,3284469.405,8917.885022,11059.58031,19743.00228,48393.44687,102911.5834,188622.3346,584741.7476,15044.4919,32575.88239,85251.55352,127409.4118,355893.6629,1247085.89,3304641.155,43200736
Illinois,1934,56697.66347,90038.39748,228529.0161,339848.7687,815544.7969,2635221.588,9738.027829,12271.41539,23356.92946,55415.74282,117209.2635,220924.7616,613358.4869,15753.67667,36327.09568,96812.95419,148930.0581,390012.7631,1294177.385,3339359.404,48200284
Illinois,1935,62343.58815,99123.34615,262349.9296,394462.9626,954141.1598,3013155.107,10894.29195,13551.23462,25563.83014,58316.70029,130236.8966,254543.4133,725361.8323,16575.37851,41748.3151,107099.5403,168316.1051,462417.6189,1545827.686,3376591.481,54157900
Illinois,1936,80261.04379,126660.6943,358150.1905,546875.6805,1327625.316,4081565.462,11113.95466,14593.09259,33861.39323,68788.32031,169424.7005,351688.2717,1021631.966,23957.43278,47317.40565,135245.8921,225917.612,640311.2952,2126291.18,3412244.149,61518200
Illinois,1937,79850.40198,121808.3604,331382.2396,500048.1352,1206604.522,4066788.42,12532.98128,16112.02116,37892.44361,69414.89054,162716.3441,323409.0385,888806.311,29691.36536,49051.83389,131059.0917,212740.8948,572940.6803,1840244.025,3447431.293,66413812
Illinois,1938,72218.74851,106967.6812,274597.6875,407707.0067,980613.9479,3491356.17,11169.49878,14675.19887,37469.81583,65060.17961,141488.3682,264480.2714,701642.59,29685.88072,47723.36752,116341.9903,180712.1449,457269.33,1655059.481,3489132.651,60272756
Illinois,1939,80207.95606,117108.4431,300712.1139,444273.5233,1031413.159,3135827.155,11973.00534,15948.86795,43307.46901,71207.52539,157150.7046,297488.6145,797589.3811,34310.52963,53394.73799,129410.7096,201861.5783,510839.698,1657869.73,3532746.638,66403272
Illinois,1940,85672.62749,123878.6044,322003.7018,475396.2668,1097886.768,3382294.33,12163.8539,16459.28711,47466.65053,74347.33009,168611.1368,319773.6416,844063.705,44189.05374,57758.94224,138479.9595,217580.0431,551903.8902,1842086.721,3581916.945,69900144
Illinois,1941,90524.65909,133073.8013,354685.5263,525483.0199,1229130.884,3858494.958,14886.16726,19094.1022,47975.51684,77670.87011,183888.0327,349571.0539,936979.32,42207.91302,53597.65385,150720.8866,235734.765,622941.3364,2094651.356,3585451.602,80493448
Illinois,1942,86815.82179,126711.8607,334574.8665,496371.9993,1143325.148,3518457.841,16722.25016,20591.77642,46919.78287,74746.10926,172777.7338,334633.7122,879421.5151,41530.85085,53169.61287,138986.5297,223963.1347,586503.5656,1895412.236,3592708.826,85260752
Illinois,1943,93504.64531,136612.2507,355027.9785,523896.4428,1192965.343,3753091.694,19257.1998,23365.31774,50397.03989,82008.3188,186159.5142,356629.2176,908506.8601,42436.23015,56086.76656,151349.664,246561.3524,611625.4359,2045301.687,3610036.501,96322792
Illinois,1944,91093.82721,128891.1891,320414.3358,467075.187,1053698.969,3197123.023,19916.29149,24070.60778,53296.46527,81010.40248,173753.4846,320419.2415,815540.7412,48597.98385,59782.86487,139865.3639,223090.629,537285.8217,1719576.681,3620255.427,97870152
Illinois,1945,103391.5691,151203.6784,381520.4293,554192.4519,1238004.324,3886331.207,19073.81455,23929.68254,55579.45992,93624.49063,208848.4068,383239.4838,943745.7818,52363.55097,67449.12945,174105.3147,265102.8928,651541.204,2030462.864,3625965.672,99734328
Illinois,1946,108624.2855,161577.3474,393380.9387,566335.7484,1264894.94,4174498.65,20878.81634,25979.34735,55671.22366,103626.4496,220426.129,391695.9504,941605.6393,48543.87313,71911.34833,182808.8841,278123.6696,656441.9018,2203729.219,3628705.116,107603312
Illinois,1947,99083.39688,144216.9793,343366.9667,489369.1988,1084406.324,3448596.923,20869.75271,25512.57319,53949.8145,94429.48241,197364.7346,340609.9174,821718.4799,48272.83113,66012.19964,162545.0798,244607.4732,568340.2201,1820896.568,3662760.114,105088680
Illinois,1948,101900.9256,147018.6786,356838.3278,514382.8005,1134951.13,3471630.3,22071.10112,26753.23262,56783.17261,94563.76628,199293.8551,359240.7182,875320.111,53061.51558,65974.07402,167789.6944,256301.69,595889.1463,1969868.476,3689170.696,110874648
Illinois,1949,98441.11088,140005.0519,335013.6604,478201.7906,1038901.835,3044466.131,20827.17,25493.3611,56877.16987,91252.89977,191825.5301,338026.7796,816061.3571,52107.8611,63992.36166,162258.1379,239295.1655,557738.3925,1746877.152,3715162.869,106211168
Illinois,1950,105848.7942,157679.2348,396804.5435,576591.7814,1328162.89,4288050.975,22939.03241,27537.33652,54018.35358,97897.90765,217017.3056,388699.0042,999286.4363,45220.28855,67460.04494,181682.8842,275058.3575,664920.6439,2295775.079,3752378.395,117186808
Illinois,1951,104363.5872,152977.277,370488.9657,532082.1713,1173575.433,3616281.125,23623.82449,28275.66778,55749.89743,98599.35477,208895.7602,371708.8559,902163.6893,47070.0748,69695.25381,172551.1828,264420.6175,624763.1243,2006002.189,3779200.467,119792344
Illinois,1952,101948.6706,146346.1007,342921.3121,489707.589,1081722.69,3502627.621,24346.77886,28967.42921,57551.2406,97202.2978,196135.0351,341703.8138,812733.2534,49034.80451,70739.50297,163952.7225,247727.7782,561119.6078,1840322.218,3806014.08,122199576
Illinois,1953,104174.9199,147157.2508,335619.8994,475199.0083,1007613.194,3143737.436,25932.05898,30707.21826,61192.58904,100041.5887,196040.7904,342095.4619,770266.0557,52531.77953,74605.25151,164432.7525,244603.8781,533338.1876,1644697.143,3830081.435,129289552
Illinois,1954,109061.5932,155685.1432,360977.016,509064.5369,1054712.26,2967372.267,25294.94869,30365.49796,62438.04323,104362.175,212889.4951,372652.6062,842194.4811,53479.18137,77381.75016,174053.0853,266477.3473,619269.5834,1653757.061,3857421.239,129885592
Illinois,1955,114897.1386,160145.0802,363994.7938,508507.6006,1138673.871,3891693.693,27320.65322,32766.01396,69649.19703,109182.6518,219481.9869,350966.0331,832782.7795,60369.3986,84441.88564,181489.9152,272370.8832,577438.1385,2044854.068,3884431.246,140143680
Illinois,1956,122794.8449,172234.8181,402388.0551,570412.8858,1238789.8,4078587.359,29200.5094,34884.91151,73354.87173,114696.5088,234363.2244,403318.6571,923256.7384,63350.39132,89053.52184,193597.4884,303834.8473,639432.9941,2009571.295,3911113.275,150812304
Illinois,1957,120707.2647,165657.7212,376485.3431,532574.5575,1120066.933,3540807.769,28851.86671,34618.74048,75756.80812,112950.8157,220396.1287,385701.4636,851095.729,68202.92682,90458.92616,187086.3873,292747.0014,584454.0574,1925406.036,3938381.942,149805840
Illinois,1958,118455.4235,162154.0875,364558.5346,508197.4666,1138775.937,3426747.467,27412.00822,33202.79233,74756.75949,111552.9757,220919.6027,350552.8491,884556.8777,68343.23946,81380.97072,182760.9858,264077.7724,631539.6681,1839198.404,3959513.975,144586992
Illinois,1959,126216.2907,173371.4391,398947.8064,570188.1663,1249659.66,4013607.312,29411.34458,35456.93044,79061.14233,116977.3473,227707.4465,400320.2927,942554.3659,70496.0442,85104.33295,191970.8859,301537.6521,649194.2768,2184958.025,3979859.822,155580048
Illinois,1960,126876.1371,173242.6022,390543.2321,556014.5768,1254119.294,4309977.539,29177.28468,35395.69455,80509.67203,118917.4448,225071.8874,381488.3975,914579.4889,72560.86351,87522.3685,190858.7749,285079.3959,619967.979,2173124.848,3995914.92,155629584
Illinois,1961,132476.1251,183368.7237,424465.0876,616447.1768,1491512.207,5567197.879,29612.73568,36014.56944,81583.5265,123094.6327,232482.9985,397680.9193,1038658.243,75133.46366,94784.39802,193730.0391,291298.521,682097.2982,2649075.288,4052192.033,161678720
Illinois,1962,132622.9524,181694.2615,408612.5539,584804.9688,1310891.083,4838457.004,30415.78147,36919.56871,83551.64327,124964.6884,232420.139,403283.4403,918939.3137,75698.16804,96999.95776,198215.0969,303248.068,614634.0931,2261745.919,4104165.708,166778928
Illinois,1963,134910.9236,183903.1401,405031.9006,569294.4692,1253573.483,4265650.641,31187.32003,37888.24382,85918.7071,128620.95,240769.332,398224.7158,918898.2431,78448.19178,99289.99941,202022.764,303664.4294,633625.4485,2127865.753,4152560.246,172579072
Illinois,1964,143407.1405,200162.6109,453183.3535,627232.1359,1391407.722,4996123.449,32824.46395,39748.38189,86651.6701,136907.4253,279134.5712,436188.2392,990883.7528,75170.12877,104238.5877,243425.797,331349.7333,680084.635,2556837.045,4199258.568,184274944
Illinois,1965,152835.3099,213724.6312,504192.0046,715148.5743,1706195.101,6773600.97,34648.34366,41843.55579,91945.98856,141107.7878,293235.4348,467386.9427,1143150.004,79777.09057,110597.5356,253138.2597,352040.4946,760811.8658,2741864.232,4240430.399,197040256
Illinois,1966,157435.8727,218146.9749,504246.2032,717830.2206,1698056.152,6812888.823,36373.15778,43875.72448,96724.77048,146622.1679,290662.1858,472773.7377,1129741.411,84259.59719,117242.5796,250905.8413,356108.5198,772660.639,2998587.112,4277767.861,207383744
Illinois,1967,166313.3288,231275.9716,536817.943,768677.2496,1841847.944,7117113.845,37269.14408,45257.96275,101350.6859,154890.4787,304958.6364,500384.5759,1255707.289,89907.52546,114640.3966,263005.0864,375466.8172,859945.0903,3310685.588,4312405.384,216368736
Illinois,1968,173504.495,242015.1583,570198.4627,823304.8106,1992822.604,7790694.422,37775.68306,46107.65619,104993.8318,159969.3322,317092.1148,530925.3622,1348614.624,96034.60667,120978.4808,272952.7591,394479.7822,924580.5413,3677400.791,4343232.061,223018736
Illinois,1969,169643.9845,233037.9315,532780.3814,767436.6523,1901132.237,8065784.666,38338.86606,46607.65059,106250.0375,158102.319,298124.1106,484012.7562,1216170.855,99260.62507,123495.9639,257179.9446,368871.0318,843098.4781,3419778.966,4373178.631,225084784
Illinois,1970,157913.8723,212115.0278,449304.6829,622176.8394,1380744.385,5142233.555,38363.58824,46288.45436,103712.7169,152817.614,276432.5265,432534.9529,962801.1443,91412.29925,123073.2075,241341.934,332523.2548,693318.9819,2263693.075,4411441.98,221977664
Illinois,1971,161703.888,215495.8698,460983.5937,642377.2608,1422185.299,5189391.355,38443.92728,46626.35093,107911.9061,154123.9388,279589.9266,447425.2513,1003606.848,96053.58217,118950.5708,243800.3165,338951.4181,729950.0924,2755833.22,4487406.784,227825296
Illinois,1972,172374.7579,231920.5281,496881.1479,688785.7667,1613871.772,6351495.999,39549.99598,48347.13201,112828.9877,165680.3732,304976.5291,457514.2655,1087469.08,102302.105,129501.8928,253529.5389,338319.2297,790682.5641,2748087.995,4556159.915,240713184
Illinois,1973,174030.5854,231818.7206,480014.1462,660617.0002,1414857.584,5156053.672,40516.35623,49563.27039,116242.4501,169769.8642,299411.2922,472056.8542,999169.1296,106182.5367,136366.331,258015.864,354658.0817,665768.8578,2510091.787,4620904.257,248917856
Illinois,1974,170765.355,227768.4725,446326.1362,599305.0581,1191765.75,3307274.456,38877.08654,48083.4869,113762.2376,173129.0565,293347.2143,451189.8852,956709.2268,100477.4607,134676.2551,259092.3904,350982.1795,693219.6067,1534977.03,4684996.496,243928624
Illinois,1975,158804.5119,209500.3197,425101.1296,575810.452,1151623.149,3644208.425,37473.55277,45813.77514,108108.7041,155600.1172,274391.8073,431857.2776,874669.23,97603.54542,124602.6575,236778.9087,333352.4734,612748.6996,1929800.07,4753766.881,235818448
Illinois,1976,165653.6865,219596.1182,445264.2114,606338.5667,1251381.126,3930602.843,37859.93061,46653.19605,111711.2549,163179.0949,284189.8561,445077.9267,953689.8245,101984.9591,130822.5923,245245.3785,339606.9243,671397.0679,2057541.636,4822183.023,244192000
Illinois,1977,167006.037,218332.1033,456507.713,624982.3643,1308306.557,4332640.174,38430.02486,47194.49388,115679.9707,158788.2009,288033.0617,454151.3162,972269.4882,101397.3115,120799.1596,252153.3142,346401.7509,705236.1425,2147199.737,4894696.213,251037344
Illinois,1978,168272.5413,219091.4736,451707.2141,620368.6406,1291693.982,3975829.991,38719.64594,47634.20539,117453.609,160937.5385,283045.7877,452537.3052,993456.6479,103777.2669,122385.0347,247245.2038,343094.5256,705259.4266,2085404.067,4971356.581,256894528
Illinois,1979,170649.7681,227620.9846,493402.38,702645.7935,1643033.508,6321271.496,38000.09175,46799.02585,113678.5517,161175.6358,284158.9664,467548.8648,1123229.287,103734.8042,122955.4427,246082.2179,351643.0161,793899.8446,3020125.705,5088738.96,260874512
Illinois,1980,161702.9967,220208.9213,461612.477,645974.653,1477596.267,5202501.368,36375.75967,44739.75617,103197.0722,159858.0324,277250.3009,438069.2496,1063717.922,90669.67278,123979.309,241593.0049,338422.962,746312.1642,2637137.31,5101907,249526528
Illinois,1981,157550.4783,212559.3405,457441.8699,651667.3963,1521904.493,5303999.126,35724.25041,43770.15606,102541.6161,151338.7081,263216.3435,434108.1222,1101671.756,90582.38217,122309.3742,228318.7727,330135.2829,747724.4817,2865032.981,5162344.5,247311776
Illinois,1982,166417.091,236502.0123,481661.8291,708740.6878,1767873.039,6536467.105,33562.22086,42455.64605,96332.16969,175212.0581,254582.9703,443957.5999,1238029.254,82958.08545,118207.6956,217300.1575,321250.7372,814764.2399,3268233.552,5208239,243994064
Illinois,1983,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Illinois,1984,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Illinois,1985,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Illinois,1986,203391.8878,288346.352,667617.4965,961299.5582,2260458.104,6983414.945,35636.91281,46198.21752,118437.4237,193528.5659,373935.4348,636509.9217,1735685.122,103200.1188,146314.9971,325830.1385,481240.1399,1211158.625,3935803.964,5417249.5,283931104
Illinois,1987,196875.8862,271967.4399,575890.6796,795544.4254,1684564.226,4927596.038,33879.64992,44869.05733,121784.3326,195986.63,356236.9338,573289.4753,1324227.358,105102.6794,145190.4912,307440.6654,424703.3615,899308.7834,2630609.347,5472731,274617664
Illinois,1988,221778.6676,315627.5078,716179.8751,1019241.713,2312727.455,7468386.738,34989.96797,46976.80726,127929.8274,215489.416,413118.0371,695870.2777,1739876.424,108870.6283,154940.8041,351571.0227,500343.3689,1135312.489,3666213.551,5476229,293902848
Illinois,1989,217878.1079,306964.1053,680396.8847,958597.5527,2124765.656,6635287.716,35416.91745,47332.39156,128792.1104,213605.9105,402196.2166,667055.527,1623596.538,110126.7682,155155.3995,343907.4753,484524.3587,1073965.517,3353814.66,5462765,293148544
Illinois,1990,212295.4855,307246.9806,791509.8405,1205233.361,3199555.434,12933705.24,35597.6947,45810.48018,117343.9904,186181.2656,377786.3203,706652.8425,2117983.233,99072.96589,143384.4415,311353.5979,474098.6454,1258598.498,5087688.687,5511008.5,293557504
Illinois,1991,204545.881,291477.9834,724838.319,1087705.925,2791248.942,10748701.4,33964.27569,44216.21518,117613.7786,183137.8995,361970.7131,661820.1706,1907087.557,100030.6208,142543.685,300403.858,450791.6422,1156812.394,4454719.466,5585224,284971744
