State,Dataset,Jan-95,Feb-95,Mar-95,Apr-95,May-95,Jun-95,Jul-95,Aug-95,Sep-95,Oct-95,Nov-95,Dec-95,Jan-96,Feb-96,Mar-96,Apr-96,May-96,Jun-96,Jul-96,Aug-96,Sep-96,Oct-96,Nov-96,Dec-96,Jan-97,Feb-97,Mar-97,Apr-97,May-97,Jun-97,Jul-97,Aug-97,Sep-97,Oct-97,Nov-97,Dec-97,Jan-98,Feb-98,Mar-98,Apr-98,May-98,Jun-98,Jul-98,Aug-98,Sep-98,Oct-98,Nov-98,Dec-98,Jan-99,Feb-99,Mar-99,Apr-99,May-99,Jun-99,Jul-99,Aug-99,Sep-99,Oct-99,Nov-99,Dec-99,Jan-00,Feb-00,Mar-00,Apr-00,May-00,Jun-00,Jul-00,Aug-00,Sep-00,Oct-00,Nov-00,Dec-00,Jan-01,Feb-01,Mar-01,Apr-01,May-01,Jun-01,Jul-01,Aug-01,Sep-01,Oct-01,Nov-01,Dec-01,Jan-02,Feb-02,Mar-02,Apr-02,May-02,Jun-02,Jul-02,Aug-02,Sep-02,Oct-02,Nov-02,Dec-02,Jan-03,Feb-03,Mar-03,Apr-03,May-03,Jun-03,Jul-03,Aug-03,Sep-03,Oct-03,Nov-03,Dec-03,Jan-04,Feb-04,Mar-04,Apr-04,May-04,Jun-04,Jul-04,Aug-04,Sep-04,Oct-04,Nov-04,Dec-04,Jan-05,Feb-05,Mar-05,Apr-05,May-05,Jun-05,Jul-05,Aug-05,Sep-05,Oct-05,Nov-05,Dec-05,Jan-06,Feb-06,Mar-06,Apr-06,May-06,Jun-06,Jul-06,Aug-06,Sep-06,Oct-06,Nov-06,Dec-06,Jan-07,Feb-07,Mar-07,Apr-07,May-07,Jun-07,Jul-07,Aug-07,Sep-07,Oct-07,Nov-07,Dec-07,Jan-08,Feb-08,Mar-08,Apr-08,May-08,Jun-08,Jul-08,Aug-08,Sep-08,Oct-08,Nov-08,Dec-08,Jan-09,Feb-09,Mar-09,Apr-09,May-09,Jun-09,Jul-09,Aug-09,Sep-09,Oct-09,Nov-09,Dec-09,Jan-10,Feb-10,Mar-10,Apr-10,May-10,Jun-10,Jul-10,Aug-10,Sep-10,Oct-10,Nov-10,Dec-10,Jan-11,Feb-11,Mar-11,Apr-11,May-11,Jun-11,Jul-11,Aug-11,Sep-11,Oct-11,Nov-11,Dec-11,Jan-12,Feb-12,Mar-12,Apr-12,May-12,Jun-12,Jul-12,Aug-12,Sep-12,Oct-12,Nov-12,Dec-12,Jan-13,Feb-13,Mar-13,Apr-13,May-13,Jun-13,Jul-13,Aug-13,Sep-13,Oct-13,Nov-13,Dec-13,Jan-14,Feb-14,Mar-14,Apr-14,May-14,Jun-14,Jul-14,Aug-14,Sep-14,Oct-14,Nov-14,Dec-14,Jan-15,Feb-15,Mar-15,Apr-15,May-15,Jun-15,Jul-15,Aug-15,Sep-15,Oct-15,Nov-15,Dec-15
Tennessee,Unemployment,123759,127254,132384,138228,143771,147827,149564,148995,147042,144809,142795,141308,140522,140467,140538,139835,138205,136803,136867,139000,142974,148135,153214,156373,156854,155282,152838,151237,150875,150797,149982,147813,143591,137820,131599,126259,122609,120569,119772,119631,119895,120481,121140,121537,121862,121898,121456,120827,119794,118293,116401,114394,112686,111631,111373,111374,111125,110317,108844,107073,105853,105585,106290,107716,109223,110511,111321,111530,111157,110362,109834,109977,110760,112216,114360,116984,120151,123977,128695,134854,142432,150777,158674,164626,167516,167005,163541,158261,152596,147409,143323,140698,139785,140566,142773,146062,150400,155490,160677,165350,168979,171379,172284,171548,169064,165398,161268,157074,153093,149610,147230,146340,146997,148943,151874,155317,158857,162016,164280,165974,167323,168112,168075,166648,163757,160209,157185,155344,154778,154916,155430,155922,156255,156921,158472,160939,163539,165023,164533,162023,158157,153501,148621,143940,139800,136158,132938,130830,130876,133698,139296,146919,154893,161719,166283,168529,169702,171712,175959,182797,191379,200292,208312,215395,223034,233420,247875,265987,285800,304883,320651,331416,336910,337926,335823,332137,328081,324497,321979,320563,318950,315550,309911,302667,294971,288774,285648,285844,288513,291928,294400,294918,294453,292065,288799,285508,282932,280945,278858,276059,271942,266397,259672,252579,246434,242486,241385,242126,243349,243746,242569,240427,238603,238004,239114,241563,244390,246372,246576,245025,242569,239897,237342,233873,228788,222496,215574,208672,202565,198154,196103,196078,196862,197490,197606,197321,196583,194867,192275,189499,186923,184565,182104,179556,176922,174335,172144,170724,170283,170717,171558,172876
Tennessee,Employment,2598817,2598239,2595289,2591466,2588555,2587555,2588645,2590929,2593322,2595210,2596720,2598385,2601142,2605357,2610834,2617147,2623664,2629696,2634715,2638193,2639337,2637799,2634440,2630994,2628732,2628166,2629464,2632134,2634969,2637410,2639787,2642470,2645886,2650093,2654511,2658958,2663226,2667415,2671488,2675851,2680949,2686833,2693322,2700733,2708925,2717282,2724681,2730266,2734001,2736473,2738480,2740373,2741945,2743002,2743062,2742191,2741210,2740972,2742267,2744415,2746076,2746067,2743935,2739843,2734731,2729478,2725306,2723559,2724559,2728127,2733234,2738360,2742053,2743179,2741404,2737354,2732566,2728278,2725341,2723232,2721679,2720814,2720624,2721896,2725153,2730309,2736723,2744259,2752320,2760283,2767031,2771680,2773786,2773020,2770419,2767197,2764575,2763038,2761844,2759491,2754991,2749012,2742903,2737948,2735158,2734756,2735880,2737168,2737634,2737115,2736298,2735370,2734085,2732029,2728832,2724424,2718905,2712860,2707400,2703634,2702158,2703224,2707069,2713806,2723119,2733605,2743816,2753250,2762122,2771038,2780574,2791109,2803002,2816072,2829732,2843315,2856721,2869982,2883576,2897160,2909779,2920733,2929077,2934014,2935403,2934045,2930966,2927271,2923495,2919725,2915799,2911589,2907169,2902288,2896975,2891506,2885628,2879202,2872127,2864570,2856980,2849898,2843326,2836791,2829278,2819643,2807015,2791579,2774676,2758245,2744194,2733273,2724827,2718211,2712761,2708485,2706371,2707395,2712634,2722132,2734865,2748970,2762901,2775855,2787386,2796816,2803730,2808423,2811295,2813644,2816656,2820895,2824019,2829413,2833690,2836123,2837224,2838276,2840566,2844268,2848552,2852171,2853845,2853206,2850849,2847958,2845370,2843752,2843880,2845824,2849172,2852928,2855919,2856762,2854746,2850109,2843767,2837399,2832580,2829885,2828115,2825984,2822917,2819183,2815862,2814109,2814575,2816985,2820408,2823511,2825172,2825220,2824622,2824707,2825924,2828752,2833363,2839624,2847105,2855207,2863050,2869747,2874698,2877549,2878547,2878536,2878994,2880860,2883995,2887839,2891770,2895460
Tennessee,Labor Force,2722576,2725493,2727673,2729694,2732326,2735382,2738209,2739924,2740364,2740019,2739515,2739693,2741664,2745824,2751372,2756982,2761869,2766499,2771582,2777193,2782311,2785934,2787654,2787367,2785586,2783448,2782302,2783371,2785844,2788207,2789769,2790283,2789477,2787913,2786110,2785217,2785835,2787984,2791260,2795482,2800844,2807314,2814462,2822270,2830787,2839180,2846137,2851093,2853795,2854766,2854881,2854767,2854631,2854633,2854435,2853565,2852335,2851289,2851111,2851488,2851929,2851652,2850225,2847559,2843954,2839989,2836627,2835089,2835716,2838489,2843068,2848337,2852813,2855395,2855764,2854338,2852717,2852255,2854036,2858086,2864111,2871591,2879298,2886522,2892669,2897314,2900264,2902520,2904916,2907692,2910354,2912378,2913571,2913586,2913192,2913259,2914975,2918528,2922521,2924841,2923970,2920391,2915187,2909496,2904222,2900154,2897148,2894242,2890727,2886725,2883528,2881710,2881082,2880972,2880706,2879741,2877762,2874876,2871680,2869608,2869481,2871336,2875144,2880454,2886876,2893814,2901001,2908594,2916900,2925954,2936004,2947031,2959257,2972993,2988204,3004254,3020260,3035005,3048109,3059183,3067936,3074234,3077698,3077954,3075203,3070203,3063904,3058101,3054371,3053423,3055095,3058508,3062062,3064007,3063258,3060035,3055330,3050914,3048086,3047367,3048359,3050190,3051638,3052186,3052312,3053063,3054890,3057566,3060476,3063128,3064845,3064689,3061737,3056137,3048584,3040622,3034452,3031892,3034613,3042695,3053815,3064520,3072812,3078522,3082357,3085590,3089378,3094267,3099808,3105572,3111056,3115813,3118472,3121478,3122489,3121631,3120156,3119221,3119424,3120327,3120494,3118568,3113517,3105785,3097283,3090444,3086755,3085878,3087229,3089570,3091741,3093355,3094522,3094766,3093860,3091672,3088157,3083771,3079156,3074910,3070684,3065881,3060259,3053056,3044650,3036605,3030149,3025657,3022973,3021665,3021275,3021298,3021484,3022197,3023530,3026073,3029946,3034491,3039380,3044706,3049973,3054312,3056802,3057105,3055469,3052871,3051138,3051584,3054278,3058556,3063328,3068336
Texas,Unemployment,551637,552934,559081,568094,577669,585709,591137,594117,595032,594550,592282,588402,583518,578106,571852,564263,555036,545454,537472,532759,532479,537197,544910,552094,556026,555757,551238,544424,537075,529680,522197,515197,508219,501426,495333,490362,486754,484617,484421,486402,490540,495707,500099,501318,498807,492458,483799,475918,470620,469019,470593,473683,476938,479558,481461,482274,482499,483049,483561,482830,480013,474268,466181,457252,448494,441350,436045,431952,428002,423663,420676,421425,427149,438143,453127,470160,488112,506540,526184,548159,571958,595681,617278,635487,650158,661753,671073,678487,684207,688079,690446,692349,695541,700894,707983,715212,722713,730343,737756,744693,750378,753297,751054,743236,730388,715619,702143,691468,683462,677000,671351,664865,657023,648736,641931,637563,635753,635807,635534,634057,629777,621831,610886,599357,589682,583984,583711,587380,592465,595618,595426,591862,586321,580931,576841,573863,570462,565279,557069,546530,535516,524581,514576,505579,497672,491135,485631,481600,479633,479579,481579,485593,489974,493855,496181,496864,497156,498431,502755,511480,524734,541652,560255,579210,599529,623119,650805,681865,714022,744806,770781,789517,912733,973289,1000633,1010578,1011882,1009825,1008354,1009238,1011036,1011228,1008617,1002944,994506,986542,982609,983781,988430,993251,994849,991573,988330,980748,973929,970203,970512,972493,972427,967914,957814,942771,924481,905355,888208,875258,867527,862818,858153,851078,840837,829501,820414,815306,814676,816992,819749,820226,816609,809292,800381,791552,783692,775338,765807,756213,746480,735937,723763,709908,695851,682500,669665,657606,646410,635474,623594,609708,595170,583076,574995,571161,569889,569744,570261,571731,574865,580362,587886,596088,603662,610551
Texas,Employment,8942636,8954067,8962651,8970046,8978493,8989096,9001558,9014106,9025278,9034647,9043131,9052309,9064063,9079096,9097165,9117576,9139513,9162248,9185266,9207588,9227297,9243374,9256825,9270115,9285082,9302679,9323250,9345907,9368217,9388727,9407411,9424521,9440706,9456489,9471998,9488180,9505467,9523966,9542807,9561837,9581001,9599887,9618058,9636203,9654281,9671564,9686697,9699021,9709306,9718975,9729351,9740631,9752241,9763947,9775245,9786645,9799340,9814127,9831601,9850146,9867529,9881852,9892389,9899172,9903502,9906974,9912439,9923075,9939925,9962170,9986056,10006803,10020628,10026009,10023805,10016780,10008841,10002255,9997872,9993998,9990298,9987733,9986980,9989543,9995783,10005005,10016192,10030094,10046541,10064739,10082329,10096869,10106781,10111480,10114007,10117698,10125236,10137215,10151512,10164286,10172992,10178817,10184390,10192099,10203450,10218150,10234297,10249677,10262970,10274529,10286641,10300598,10316358,10332704,10348244,10362356,10374828,10386349,10398445,10412734,10429794,10448959,10469293,10490555,10513096,10535779,10557004,10576195,10593587,10609861,10625255,10639901,10654741,10670407,10687000,10704217,10722253,10741372,10762673,10785501,10807990,10828643,10845617,10857679,10865076,10869826,10873929,10879363,10887203,10897836,10911124,10926733,10944308,10962541,10980429,10997356,11012517,11026440,11039924,11053331,11066349,11078197,11087308,11092047,11091066,11084099,11072158,11057807,11044551,11035607,11033021,11035856,11040565,11044463,11045916,11045998,11048293,11056133,11072710,11098518,11131072,11165726,11198527,11227360,11251801,11272121,11289821,11307188,11325265,11345452,11367749,11391102,11414646,11436424,11455656,11472999,11490846,11511881,11537804,11567820,11599685,11630888,11659190,11683975,11705945,11726553,11746574,11766939,11789538,11815081,11842833,11870936,11897408,11920259,11939155,11955536,11971404,11989233,12010523,12034914,12059219,12081466,12101570,12120587,12140267,12162434,12187966,12215839,12244062,12270344,12292939,12311865,12328916,12345335,12361257,12377481,12393895,12409567,12423276,12434625,12443516,12450149,12455454,12460225,12465315,12471966,12480999,12491432,12502479,12513444,12523390,12531875
Texas,Labor Force,9494273,9507001,9521732,9538140,9556162,9574805,9592695,9608223,9620310,9629197,9635413,9640711,9647581,9657202,9669017,9681839,9694549,9707702,9722738,9740347,9759776,9780571,9801735,9822209,9841108,9858436,9874488,9890331,9905292,9918407,9929608,9939718,9948925,9957915,9967331,9978542,9992221,10008583,10027228,10048239,10071541,10095594,10118157,10137521,10153088,10164022,10170496,10174939,10179926,10187994,10199944,10214314,10229179,10243505,10256706,10268919,10281839,10297176,10315162,10332976,10347542,10356120,10358570,10356424,10351996,10348324,10348484,10355027,10367927,10385833,10406732,10428228,10447777,10464152,10476932,10486940,10496953,10508795,10524056,10542157,10562256,10583414,10604258,10625030,10645941,10666758,10687265,10708581,10730748,10752818,10772775,10789218,10802322,10812374,10821990,10832910,10847949,10867558,10889268,10908979,10923370,10932114,10935444,10935335,10933838,10933769,10936440,10941145,10946432,10951529,10957992,10965463,10973381,10981440,10990175,10999919,11010581,11022156,11033979,11046791,11059571,11070790,11080179,11089912,11102778,11119763,11140715,11163575,11186052,11205479,11220681,11231763,11241062,11251338,11263841,11278080,11292715,11306651,11319742,11332031,11343506,11353224,11360193,11363258,11362748,11360961,11359560,11360963,11366836,11377415,11392703,11412326,11434282,11456396,11476610,11494220,11509673,11524871,11542679,11564811,11591083,11619849,11647563,11671257,11690595,11707218,11722963,11739672,11758573,11780413,11803802,11825373,11953298,12017752,12046549,12056576,12060175,12065958,12081064,12107756,12142108,12176954,12207144,12230304,12246307,12258663,12272430,12290969,12313695,12338703,12362598,12382675,12402976,12417172,12429585,12443202,12461358,12484374,12510231,12535734,12557499,12573659,12583671,12589330,12594153,12601811,12614101,12629757,12647691,12666159,12683670,12700437,12717822,12735565,12753831,12772528,12791153,12809459,12827132,12844206,12859600,12873018,12885262,12895925,12906074,12918647,12934446,12951776,12967825,12980252,12988790,12994365,12998581,13002941,13007667,13012955,13017489,13019275,13018446,13017701,13018511,13021310,13025343,13029969,13035576,13043697,13055864,13071794,13090365,13109532,13127052,13142426
Utah,Unemployment,37699,37079,36510,36062,35746,35515,35283,34966,34596,34291,34153,34214,34453,34778,35062,35191,35112,34915,34748,34738,34891,35076,35121,34916,34485,33932,33382,32984,32840,32951,33247,33685,34212,34846,35622,36511,37407,38250,39029,39681,40173,40513,40750,40905,40975,40951,40831,40673,40558,40532,40578,40706,40878,40947,40732,40119,39159,37999,36810,35789,35100,34824,34977,35482,36208,37109,38132,39189,40183,41139,42135,43206,44327,45465,46606,47747,48896,50034,51263,52742,54587,56767,59161,61644,63984,65973,67489,68536,69239,69743,70116,70374,70561,70665,70698,70593,70375,70063,69666,69205,68686,68137,67562,67017,66509,66089,65748,65426,65063,64587,64022,63378,62686,61951,61176,60322,59339,58239,57058,55911,54879,53991,53126,52263,51496,50912,50573,50381,50119,49503,48355,46697,44749,42862,41364,40314,39504,38775,37982,37064,36032,34897,33747,32700,31914,31543,31647,32242,33285,34603,35991,37266,38334,39220,39975,40652,41304,41970,42724,43596,44585,45721,47113,48898,51239,54199,57714,76102,87143,94123,98599,101423,103171,104235,104916,105505,106089,106690,107324,107945,108449,108714,108716,108486,108052,107475,106754,105874,104893,103852,102667,101349,100113,98528,96782,94936,93082,91253,89452,87636,85779,83920,82169,80596,79245,78096,77038,75920,74698,73425,72219,71226,70501,69905,69299,68549,67633,66612,65586,64659,63887,63228,62559,61733,60741,59710,58675,57623,56582,55600,54772,54161,53761,53557,53492,53412,53131,52584,51882,51268,50903,50881,51166,51611,51996,52131,51930,51502,51028,50604,50238,49976
Utah,Employment,966888,968515,970129,971799,973661,975821,978259,980868,983485,985872,987906,989646,991328,993124,995169,997471,999956,1002587,1005310,1008023,1010616,1013163,1015798,1018638,1021686,1024868,1028063,1031110,1033878,1036285,1038358,1040236,1042099,1043989,1045813,1047533,1049129,1050705,1052381,1054300,1056539,1059075,1061804,1064528,1066988,1069058,1070791,1072288,1073670,1075037,1076437,1077875,1079268,1080571,1081833,1083180,1084730,1086510,1088542,1090795,1093239,1095744,1098139,1100259,1102072,1103606,1105042,1106654,1108493,1110456,1112246,1113581,1114335,1114540,1114399,1114151,1113974,1113911,1113760,1113309,1112852,1112685,1112881,1113426,1114056,1114506,1114602,1114401,1114168,1114265,1114916,1116092,1117382,1118476,1119394,1120172,1120986,1122016,1123366,1125067,1127081,1129387,1131982,1134819,1137813,1140879,1143933,1146976,1150097,1153443,1157066,1160839,1164580,1168150,1171549,1174879,1178329,1182030,1186033,1190351,1194882,1199488,1204161,1208959,1213888,1218835,1223640,1228236,1232679,1237121,1241761,1246724,1252100,1257816,1263608,1269196,1274376,1279068,1283393,1287576,1291819,1296309,1301045,1305850,1310493,1314736,1318434,1321492,1323920,1325856,1327460,1328839,1330034,1330999,1331641,1331870,1331541,1330667,1329453,1328192,1327078,1325999,1324657,1322652,1319569,1315116,1309200,1302046,1294177,1286223,1278724,1272014,1266238,1261440,1257484,1254188,1251427,1249062,1247138,1245797,1245077,1244932,1245220,1245702,1246134,1246337,1246271,1246034,1245787,1245766,1246122,1246811,1247412,1248210,1249070,1250111,1251509,1253362,1255697,1258431,1261426,1264539,1267706,1271082,1274949,1279280,1283787,1288153,1292171,1295839,1299274,1302622,1306077,1309777,1313753,1317900,1322031,1326162,1330396,1334637,1338679,1342450,1346049,1349633,1353241,1356772,1360041,1362846,1365121,1366846,1368127,1369303,1370758,1372666,1374958,1377605,1380623,1384038,1387765,1391617,1395334,1398803,1402018,1405006,1407886,1410734,1413503,1416068,1418262,1420059,1421499,1422504
Utah,Labor Force,1004587,1005594,1006639,1007861,1009407,1011336,1013542,1015834,1018081,1020163,1022059,1023860,1025781,1027902,1030231,1032662,1035068,1037502,1040058,1042761,1045507,1048239,1050919,1053554,1056171,1058800,1061445,1064094,1066718,1069236,1071605,1073921,1076311,1078835,1081435,1084044,1086536,1088955,1091410,1093981,1096712,1099588,1102554,1105433,1107963,1110009,1111622,1112961,1114228,1115569,1117015,1118581,1120146,1121518,1122565,1123299,1123889,1124509,1125352,1126584,1128339,1130568,1133116,1135741,1138280,1140715,1143174,1145843,1148676,1151595,1154381,1156787,1158662,1160005,1161005,1161898,1162870,1163945,1165023,1166051,1167439,1169452,1172042,1175070,1178040,1180479,1182091,1182937,1183407,1184008,1185032,1186466,1187943,1189141,1190092,1190765,1191361,1192079,1193032,1194272,1195767,1197524,1199544,1201836,1204322,1206968,1209681,1212402,1215160,1218030,1221088,1224217,1227266,1230101,1232725,1235201,1237668,1240269,1243091,1246262,1249761,1253479,1257287,1261222,1265384,1269747,1274213,1278617,1282798,1286624,1290116,1293421,1296849,1300678,1304972,1309510,1313880,1317843,1321375,1324640,1327851,1331206,1334792,1338550,1342407,1346279,1350081,1353734,1357205,1360459,1363451,1366105,1368368,1370219,1371616,1372522,1372845,1372637,1372177,1371788,1371663,1371720,1371770,1371550,1370808,1369315,1366914,1378148,1381320,1380346,1377323,1373437,1369409,1365675,1362400,1359693,1357516,1355752,1354462,1353742,1353526,1353646,1353936,1354188,1354186,1353812,1353025,1351908,1350680,1349618,1348789,1348160,1347525,1346738,1345852,1345047,1344591,1344615,1345149,1346067,1347205,1348459,1349875,1351678,1354194,1357376,1360825,1364073,1366869,1369264,1371493,1373848,1376578,1379682,1383052,1386449,1389664,1392774,1395982,1399296,1402566,1405678,1408608,1411366,1413982,1416482,1418716,1420469,1421703,1422446,1422899,1423464,1424519,1426223,1428450,1431017,1433754,1436622,1439647,1442885,1446237,1449684,1453184,1456617,1459882,1462865,1465433,1467570,1469290,1470663,1471737,1472480
Vermont,Unemployment,13371,13315,13340,13429,13553,13695,13826,13916,13950,13932,13903,13899,13922,13966,14010,14040,14037,13998,13937,13873,13807,13730,13643,13556,13479,13406,13320,13207,13059,12877,12684,12518,12397,12316,12239,12132,11994,11834,11680,11550,11457,11393,11327,11231,11103,10968,10832,10686,10521,10355,10215,10114,10069,10059,10053,10006,9880,9654,9354,9055,8815,8674,8657,8768,8973,9228,9474,9652,9746,9777,9794,9840,9957,10155,10411,10673,10895,11076,11246,11439,11670,11942,12239,12528,12784,12996,13179,13343,13488,13617,13746,13904,14106,14339,14595,14857,15078,15218,15235,15160,15051,14940,14844,14775,14715,14625,14469,14235,13952,13645,13346,13072,12824,12625,12479,12377,12313,12281,12254,12204,12124,12032,11958,11922,11958,12067,12221,12378,12511,12607,12649,12629,12562,12489,12471,12550,12733,12991,13284,13549,13736,13821,13832,13818,13797,13781,13781,13807,13880,14009,14185,14389,14588,14750,14868,14951,15033,15136,15271,15451,15672,15930,16246,16664,17253,18088,19195,20527,21961,23311,24383,25021,25177,24931,24443,23881,23374,23004,22780,22659,22581,22491,22373,22235,22080,21905,21724,21571,21459,21364,21256,21127,20829,20560,20226,19871,19580,19407,19327,19285,19231,19112,18886,18567,18232,17973,17837,17817,17848,17852,17785,17619,17350,17017,16674,16348,16069,15862,15733,15658,15607,15552,15467,15335,15149,14913,14659,14419,14211,14042,13928,13873,13862,13861,13851,13818,13747,13635,13468,13249,13020,12819,12674,12606,12612,12664,12700,12670,12569,12417,12247,12082
